species,speciesID,common_name,taxonomic_group,doc_type,sara_status,date_of_listing,doc_citation,url,year_published,CC_threat_CA,seabird,seabird_notes,migratory,subspecies,population,sdm,range_data,rationale_excluded,range_data_source,range_data_citation,spatial_data_used,spatial_data_type,spatial_data_date_accessed,spatial_data_verified,spatial_data_verified_notes,range_size_Canada,range_size_America,exclude_Hardouin_Hargreaves,cc_threat_ca_adj,sara_status_adj,year_of_listing,min_year_of_listing,cc_sdm,sdm_no_cc,sdm_ca,cc_sdm_ca,sdm_no_cc_ca,n_sdm,n_cc_sdm,n_sdm_ca,n_cc_sdm_ca,rsf_sdm,n_rsf_sdm,rowID,X2_primary_review_date,X2_secondary_review_date,X2_cc_sdm,X2_cc_sdm_ref_type,X2_cc_sdm_reference,X2_cc_sdm_section,X2_cc_sdm_cc_threat,X2_cc_sdm_oth_threat,X2_other_sdm,X2_other_sdm_reference,X2_other_sdm_section,X2_other_sdm_cc_threat,X2_other_sdm_oth_threat,X2_other_cc_model,start_date,n_sdm_ca_avl,n_cc_sdm_ca_avl
Stylurus amnicola,405,riverine clubtail great lakes plains population,Arthropods,COSEWIC Status Reports,Endangered,2/2/2018,NA,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=riverine%20clubtail%20great%20lakes%20plains%20population,2012,0,0,NA,0,0,1,1,1,NA,Hardouin & Hargreaves,"Hardouin, M. E., & Hargreaves, A. L. (2023). Mapping nationally and globally at-risk species to identify hotspots for (and gaps in) conservation. Proceedings of the Royal Society B: Biological Sciences, 290(1995).",0,range size,NA,NA,NA,516228.7604,3383590.331,N,1,Endangered,2018,2018,0,1,1,0,1,1,0,1,0,1,1,852,7/22/2024,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,2011,0,0
Stylurus olivaceus,429,olive clubtail,Arthropods,COSEWIC Status Reports,Endangered,2/3/2017,COSEWIC. 2011. COSEWIC assessment and status report on the Olive Clubtail Stylurus olivaceus in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. x + 58 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=olive%20clubtail,2011,0,0,NA,0,0,0,1,1,NA,Hardouin & Hargreaves,"Hardouin, M. E., & Hargreaves, A. L. (2023). Mapping nationally and globally at-risk species to identify hotspots for (and gaps in) conservation. Proceedings of the Royal Society B: Biological Sciences, 290(1995).",0,range size,NA,NA,NA,16578.80128,407697.4054,N,0,Endangered,2017,2017,0,1,1,0,1,1,0,1,0,1,1,865,7/22/2024,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,2010,0,0
Sylvilagus nuttalli nuttallii,331,nuttall's cottontail nuttallii subspecies,Mammals (terrestrial),Management Plans,Special Concern,NA,"Environment Canada. 2015. Management Plan for the Nuttall's Cottontail nuttalliisubspecies (Sylvilagus nuttallii nuttallii) in Canada. Species at Risk ActManagement Plan Series. Environment Canada, Ottawa. 3 p. + Annex.",https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=nuttall%27s%20cottontail%20nuttallii%20subspecies,2015,1,0,NA,0,1,0,0,1,NA,Hardouin & Hargreaves,"Hardouin, M. E., & Hargreaves, A. L. (2023). Mapping nationally and globally at-risk species to identify hotspots for (and gaps in) conservation. Proceedings of the Royal Society B: Biological Sciences, 290(1995).",0,range size,NA,NA,NA,3382.747744,897796.0204,N,1,Special Concern,NA,2007,0,0,0,0,0,0,0,0,0,0,0,2057,6/18/2024,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,3,2014,0,0
Sylvilagus nuttalli nuttallii,331,nuttall's cottontail nuttallii subspecies,Mammals (terrestrial),COSEWIC Status Reports,Special Concern,12/13/2007,COSEWIC 2006. COSEWIC assessment and update status report on the Nuttall’s Cottontail nuttallii subspecies Sylvilagus nuttallii nuttallii in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. vi + 23 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=nuttall%27s%20cottontail%20nuttallii%20subspecies,2016,0,0,NA,0,1,0,0,1,NA,Hardouin & Hargreaves,"Hardouin, M. E., & Hargreaves, A. L. (2023). Mapping nationally and globally at-risk species to identify hotspots for (and gaps in) conservation. Proceedings of the Royal Society B: Biological Sciences, 290(1995).",0,range size,NA,NA,NA,3382.747744,897796.0204,N,1,Special Concern,2007,2007,0,0,0,0,0,0,0,0,0,0,0,933,7/22/2024,10/22/2024,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,2015,0,0
Symphyotrichum anticostense,79,anticosti aster,Vascular Plants,COSEWIC Status Reports,Threatened,6/5/2003,COSEWIC. 2017. COSEWIC assessment and status report on the Anticosti Aster Symphyotrichum anticostense in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. xiii + 58 pp,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=anticosti%20aster,2017,1,0,NA,0,0,0,0,1,NA,Hardouin & Hargreaves,"Hardouin, M. E., & Hargreaves, A. L. (2023). Mapping nationally and globally at-risk species to identify hotspots for (and gaps in) conservation. Proceedings of the Royal Society B: Biological Sciences, 290(1995).",0,range size,NA,NA,NA,11840.57028,12658.81996,N,1,Threatened,2003,2003,0,0,0,0,0,0,0,0,0,0,0,502,6/5/2024,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,2,2016,0,0
Symphyotrichum anticostense,79,anticosti aster,Vascular Plants,Recovery Strategies,Threatened,NA,"Environment Canada. 2012. Recovery Strategy for the Anticosti Aster (Symphyotrichum anticostense) in Canada. Species at Risk Act Recovery Strategy Series. Environment Canada. Ottawa, v + 15 pp.",https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=anticosti%20aster,2012,1,0,NA,0,0,0,0,1,NA,Hardouin & Hargreaves,"Hardouin, M. E., & Hargreaves, A. L. (2023). Mapping nationally and globally at-risk species to identify hotspots for (and gaps in) conservation. Proceedings of the Royal Society B: Biological Sciences, 290(1995).",0,range size,NA,NA,NA,11840.57028,12658.81996,N,1,Threatened,NA,2003,0,0,0,0,0,0,0,0,0,0,0,1502,6/5/2024,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,2011,0,0
Symphyotrichum frondosum,279,short-rayed alkali aster,Vascular Plants,Recovery Strategies,Endangered,NA,"Environment Canada. 2013. Recovery Strategy for the Short-rayed Alkali Aster (Symphyotrichum frondosum) in Canada. Species at Risk Act Recovery Strategy Series. Environment Canada, Ottawa. XIX pp. + Appendix.",https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=short%20-%20rayed%20alkali%20aster,2013,0,0,NA,0,0,0,0,1,NA,Hardouin & Hargreaves,"Hardouin, M. E., & Hargreaves, A. L. (2023). Mapping nationally and globally at-risk species to identify hotspots for (and gaps in) conservation. Proceedings of the Royal Society B: Biological Sciences, 290(1995).",0,range size,NA,NA,NA,9355.663002,1824374.78,N,0,Endangered,NA,2007,0,0,0,0,0,0,0,0,0,0,0,1676,7/22/2024,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,2012,0,0
Symphyotrichum frondosum,279,short-rayed alkali aster,Vascular Plants,COSEWIC Status Reports,Endangered,12/13/2007,COSEWIC 2006. COSEWIC assessment and status report on the short-rayed alkali aster Symphyotrichum frondosum in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. vi + 22 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=short%20-%20rayed%20alkali%20aster,2006,0,0,NA,0,0,0,0,1,NA,Hardouin & Hargreaves,"Hardouin, M. E., & Hargreaves, A. L. (2023). Mapping nationally and globally at-risk species to identify hotspots for (and gaps in) conservation. Proceedings of the Royal Society B: Biological Sciences, 290(1995).",0,range size,NA,NA,NA,9355.663002,1824374.78,N,0,Endangered,2007,2007,0,0,0,0,0,0,0,0,0,0,0,685,7/22/2024,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,2005,0,0
Symphyotrichum laurentianum,444,gulf of st. lawrence aster,Vascular Plants,COSEWIC Status Reports,Threatened,7/14/2005,COSEWIC 2004. COSEWIC assessment and update status report on the Gulf of St. Lawrence aster Symphyotrichum laurentianum in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. vii + 39 pp,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=gulf%20of%20st.%20lawrence%20aster,2004,0,0,NA,0,0,0,0,1,NA,Hardouin & Hargreaves,"Hardouin, M. E., & Hargreaves, A. L. (2023). Mapping nationally and globally at-risk species to identify hotspots for (and gaps in) conservation. Proceedings of the Royal Society B: Biological Sciences, 290(1995).",0,range size,NA,NA,NA,10743.92323,10743.92323,N,1,Threatened,2005,2005,0,0,0,0,0,0,0,0,0,0,0,670,7/22/2024,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,2003,0,0
Symphyotrichum laurentianum,444,gulf of st. lawrence aster,Vascular Plants,Recovery Strategies,Threatened,NA,"Environment Canada. 2012. Recovery Strategy for the Gulf of St. Lawrence Aster (Symphyotrichum laurentianum) in Canada. Species at Risk Act Recovery Strategy Series. Environment Canada, Ottawa. v + 18 pp. + appendices.",https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=gulf%20of%20st.%20lawrence%20aster,2012,1,0,NA,0,0,0,0,1,NA,Hardouin & Hargreaves,"Hardouin, M. E., & Hargreaves, A. L. (2023). Mapping nationally and globally at-risk species to identify hotspots for (and gaps in) conservation. Proceedings of the Royal Society B: Biological Sciences, 290(1995).",0,range size,NA,NA,NA,10743.92323,10743.92323,N,1,Threatened,NA,2005,0,0,0,0,0,0,0,0,0,0,0,1661,6/11/2024,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,2011,0,0
Symphyotrichum nahanniense,134,nahanni aster,Vascular Plants,COSEWIC Status Reports,Special Concern,2/2/2018,COSEWIC. 2014. COSEWIC assessment and status report on the Nahanni Aster Symphyotrichum nahanniense in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. ix + 39 pp,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=nahanni%20aster,2014,1,0,NA,0,0,0,0,1,NA,Hardouin & Hargreaves,"Hardouin, M. E., & Hargreaves, A. L. (2023). Mapping nationally and globally at-risk species to identify hotspots for (and gaps in) conservation. Proceedings of the Royal Society B: Biological Sciences, 290(1995).",0,range size,NA,NA,NA,2850.794074,2850.794074,N,1,Special Concern,2018,2018,0,0,0,0,0,0,0,0,0,0,0,1022,6/24/2024,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,2013,0,0
Symphyotrichum praealtum,347,willowleaf aster,Vascular Plants,Recovery Strategies,Threatened,NA,"Environment and Climate Change Canada. 2017. Recovery Strategy for the Willowleaf Aster (Symphyotrichum praealtum) in Canada. Species at Risk Act Recovery Strategy Series. Environment and Climate Change Canada, Ottawa. 3 parts, 28 pp. + vi + 29 pp. + 5 pp.",https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=willowleaf%20aster,2017,0,0,NA,0,0,0,0,1,NA,Hardouin & Hargreaves,"Hardouin, M. E., & Hargreaves, A. L. (2023). Mapping nationally and globally at-risk species to identify hotspots for (and gaps in) conservation. Proceedings of the Royal Society B: Biological Sciences, 290(1995).",0,range size,NA,NA,NA,24887.3902,2372822.211,N,0,Threatened,NA,2005,0,0,0,0,0,0,0,0,0,0,0,1802,7/22/2024,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,2016,0,0
Symphyotrichum praealtum,347,willowleaf aster,Vascular Plants,COSEWIC Status Reports,Threatened,1/12/2005,COSEWIC 2003. COSEWIC assessment and status report on the willowleaf aster Symphyotrichum praealtum in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. vi + 16 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=willowleaf%20aster,2003,0,0,NA,0,0,0,0,1,NA,Hardouin & Hargreaves,"Hardouin, M. E., & Hargreaves, A. L. (2023). Mapping nationally and globally at-risk species to identify hotspots for (and gaps in) conservation. Proceedings of the Royal Society B: Biological Sciences, 290(1995).",0,range size,NA,NA,NA,24887.3902,2372822.211,N,0,Threatened,2005,2005,0,0,0,0,0,0,0,0,0,0,0,811,7/22/2024,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,2002,0,0
Symphyotrichum prenanthoides,358,crooked-stem aster,Vascular Plants,COSEWIC Status Reports,Special Concern,1/12/2005,NA,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=crooked%20-%20stem%20aster,2012,0,0,NA,0,0,0,0,1,NA,Hardouin & Hargreaves,"Hardouin, M. E., & Hargreaves, A. L. (2023). Mapping nationally and globally at-risk species to identify hotspots for (and gaps in) conservation. Proceedings of the Royal Society B: Biological Sciences, 290(1995).",0,range size,NA,NA,NA,1671.534417,731560.6241,N,0,Special Concern,2005,2005,0,0,0,0,0,0,0,0,0,0,0,1023,7/22/2024,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,2011,0,0
Symphyotrichum prenanthoides,358,crooked-stem aster,Vascular Plants,Management Plans,Special Concern,NA,"Environment and Climate Change Canada. 2020. Management Plan for the Crooked-stem Aster (Symphyotrichum prenanthoides) in Canada. Species at Risk Act Management Plan Series. Environment and Climate Change Canada, Ottawa. iv + 31 pp.",https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=crooked%20-%20stem%20aster,2020,0,0,NA,0,0,0,0,1,NA,Hardouin & Hargreaves,"Hardouin, M. E., & Hargreaves, A. L. (2023). Mapping nationally and globally at-risk species to identify hotspots for (and gaps in) conservation. Proceedings of the Royal Society B: Biological Sciences, 290(1995).",0,range size,NA,NA,NA,1671.534417,731560.6241,N,0,Special Concern,NA,2005,0,0,0,0,0,0,0,0,0,0,0,77,7/22/2024,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,2019,0,0
Symphyotrichum sericeum,531,western silvery aster,Vascular Plants,Recovery Strategies,Endangered,NA,"Environment and Climate Change Canada. 2017. Recovery Strategy for the Western Silvery Aster (Symphyotrichum sericeum) in Canada. Species at Risk Act Recovery Strategy Series. Environment and Climate Change Canada, Ottawa. vii + 53 pp.",https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=western%20silvery%20aster,2017,1,0,NA,0,0,0,0,0,"no spatial data, no estimate of range size",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Endangered,2003,2003,0,0,0,0,0,0,0,0,0,0,0,1822,6/5/2024,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,2016,0,0
Synthliboramphus antiquus,178,ancient murrelet,Birds,Management Plans,Special Concern,NA,"Environment and Climate Change Canada. 2018. Management Plan for the Ancient Murrelet (Synthliboramphus antiquus) in Canada. Species at Risk Act Management Plan Series. Environment and Climate Change Canada, Ottawa. iv + 33 pp.",https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=ancient%20murrelet,2018,1,1,breeding range at sea,NA,0,0,1,0,seabird,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Special Concern,NA,2006,1,0,1,1,0,3,3,3,3,1,3,9,6/6/2024,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,2017,2,2
Synthliboramphus antiquus,178,ancient murrelet,Birds,COSEWIC Status Reports,Special Concern,8/15/2006,NA,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=ancient%20murrelet,2014,1,1,breeding range at sea,NA,0,0,1,0,seabird,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Special Concern,2006,2006,1,0,1,1,0,3,3,3,3,1,3,919,6/6/2024,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,2013,2,2
Syntrichia laevipila,427,twisted oak moss,Mosses,COSEWIC Status Reports,Special Concern,7/14/2005,COSEWIC 2004. COSEWIC assessment and status report on the twisted oak moss Syntrichia laevipila in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. vi + 21 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=twisted%20oak%20moss,2014,0,0,NA,0,0,0,0,1,NA,Stolar,"Stolar, J., Stralberg, D., Naujokaitis-Lewis, I., & Nielsen, S. E. (2024). Ecological niche models for focal SARA-listed species in British Columbia [Data set]. Zenodo. https://doi.org/10.5281/zenodo.10976709",1,SDM output (binary range),April 17 2024,2,"rare species, SDM output showing much larger distribution than what is presented in SR",64327.07897,1815249.083,U,0,Special Concern,2005,2005,0,0,0,0,0,0,0,0,0,0,0,975,7/22/2024,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,2013,0,0
Syntrichia laevipila,427,twisted oak moss,Mosses,Management Plans,Special Concern,NA,Parks Canada Agency. 2011. Management plan for Twisted Oak Moss (Syntrichia laevipila) in Canada. Species at Risk Act Management Plan Series. Parks Canada Agency. Ottawa. iii + 30 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=twisted%20oak%20moss,2011,0,0,NA,0,0,0,0,1,NA,Stolar,"Stolar, J., Stralberg, D., Naujokaitis-Lewis, I., & Nielsen, S. E. (2024). Ecological niche models for focal SARA-listed species in British Columbia [Data set]. Zenodo. https://doi.org/10.5281/zenodo.10976709",1,SDM output (binary range),April 17 2024,2,"rare species, SDM output showing much larger distribution than what is presented in SR",64327.07897,1815249.083,U,0,Special Concern,NA,2005,0,0,0,0,0,0,0,0,0,0,0,2099,7/22/2024,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,2010,0,0
Tanacetum huronense var. floccosum,532,floccose tansy,Vascular Plants,COSEWIC Status Reports,Special Concern,6/5/2003,"COSEWIC. 2018. COSEWIC assessment and status report on the Athabasca Endemics, Large-headed Woolly Yarrow (Achillea millefolium var. megacephala), Athabasca Thrift (Armeria maritima ssp. interior), Mackenzie Hairgrass (Deschampsia mackenzieana), Sand-dune Short-capsuled Willow (Salix brachycarpa var. psammophila), Turnor’s Willow (Salix turnorii), Blanket-leaved Willow (Salix silicicola), and Floccose Tansy (Tanacetum huronense var. floccosum) in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. xlvii + 83 pp.",https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=floccose%20tansy,2018,1,0,NA,0,1,0,1,1,NA,"status report: endemic to Canada, use EOO","COSEWIC. 2018. COSEWIC assessment and status report on the Athabasca Endemics, Large-headed Woolly Yarrow (Achillea millefolium var. megacephala), Athabasca Thrift (Armeria maritima ssp. interior), Mackenzie Hairgrass (Deschampsia mackenzieana), Sand-dune Short-capsuled Willow (Salix brachycarpa var. psammophila), Turnor’s Willow (Salix turnorii), Blanket-leaved Willow (Salix silicicola), and Floccose Tansy (Tanacetum huronense var. floccosum) in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. xlvii + 83 pp. (http://www.registrelepsararegistry.gc.ca/default.asp?lang=en&n=24F7211B-1)",0,EOO,NA,NA,NA,18181,18181,NA,1,Special Concern,2003,2003,0,1,1,0,1,1,0,1,0,1,1,112,6/6/2024,NA,0,NA,NA,NA,NA,NA,1,"COSEWIC. 2018. COSEWIC assessment and status report on the Athabasca Endemics, Large-headed Woolly Yarrow (Achillea millefolium var. megacephala), Athabasca Thrift (Armeria maritima ssp. interior), Mackenzie Hairgrass (Deschampsia mackenzieana), Sand-dune Short-capsuled Willow (Salix brachycarpa var. psammophila), Turnor’s Willow (Salix turnorii), Blanket-leaved Willow (Salix silicicola), and Floccose Tansy (Tanacetum huronense var. floccosum) in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. xlvii + 83 pp.",SI,0,0,3,2017,0,0
Tanacetum huronense var. floccosum,532,floccose tansy,Vascular Plants,Management Plans,Special Concern,NA,"Environment Canada. 2013. Management Plan for Multiple Species of the Athabasca Sand Dunes in Canada. Species at Risk Act Management Plan Series. Environment Canada, Ottawa. iv + 34 pp.",https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=floccose%20tansy,2013,1,0,NA,0,1,0,1,1,NA,"status report: endemic to Canada, use EOO","COSEWIC. 2018. COSEWIC assessment and status report on the Athabasca Endemics, Large-headed Woolly Yarrow (Achillea millefolium var. megacephala), Athabasca Thrift (Armeria maritima ssp. interior), Mackenzie Hairgrass (Deschampsia mackenzieana), Sand-dune Short-capsuled Willow (Salix brachycarpa var. psammophila), Turnor’s Willow (Salix turnorii), Blanket-leaved Willow (Salix silicicola), and Floccose Tansy (Tanacetum huronense var. floccosum) in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. xlvii + 83 pp. (http://www.registrelepsararegistry.gc.ca/default.asp?lang=en&n=24F7211B-1)",0,EOO,NA,NA,NA,18181,18181,NA,1,Special Concern,NA,2003,0,1,1,0,1,1,0,1,0,1,1,2069,6/6/2024,7/8/2024,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,3,2012,0,0
Taxidea taxus jacksoni,53,american badger jacksoni subspecies,Mammals (terrestrial),Recovery Strategies,Endangered,NA,"Environment Canada. 2013. Recovery Strategy for the American Badger, jacksoni subspecies (Taxidea taxus jacksoni) in Canada. Species at Risk Act Recovery Strategy Series. Environment Canada, Ottawa. 14 pp. + Appendices.",https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=american%20badger%20jacksoni%20subspecies,2013,0,0,NA,0,1,0,0,1,NA,Hardouin & Hargreaves,"Hardouin, M. E., & Hargreaves, A. L. (2023). Mapping nationally and globally at-risk species to identify hotspots for (and gaps in) conservation. Proceedings of the Royal Society B: Biological Sciences, 290(1995).",0,range size,NA,NA,NA,11474.79757,161836.517,N,0,Endangered,NA,2003,0,0,0,0,0,0,0,0,0,0,0,1690,7/22/2024,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,2012,0,0
Taxidea taxus jacksoni,53,american badger jacksoni subspecies,Mammals (terrestrial),COSEWIC Status Reports,Endangered,6/5/2003,COSEWIC. 2012. COSEWIC assessment and status report on the American Badger Taxidea taxus in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. iv + 63 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=american%20badger%20jacksoni%20subspecies,2012,0,0,NA,0,1,0,0,1,NA,Hardouin & Hargreaves,"Hardouin, M. E., & Hargreaves, A. L. (2023). Mapping nationally and globally at-risk species to identify hotspots for (and gaps in) conservation. Proceedings of the Royal Society B: Biological Sciences, 290(1995).",0,range size,NA,NA,NA,11474.79757,161836.517,N,0,Endangered,2003,2003,0,0,0,0,0,0,0,0,0,0,0,699,7/22/2024,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,2011,0,0
Taxidea taxus taxus,63,american badger taxus subspecies,Mammals (terrestrial),COSEWIC Status Reports,Special Concern,2/2/2018,COSEWIC. 2012. COSEWIC assessment and status report on the American Badger Taxidea taxus in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. iv + 63 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=american%20badger%20taxus%20subspecies,2012,0,0,NA,0,1,0,0,1,NA,Hardouin & Hargreaves,"Hardouin, M. E., & Hargreaves, A. L. (2023). Mapping nationally and globally at-risk species to identify hotspots for (and gaps in) conservation. Proceedings of the Royal Society B: Biological Sciences, 290(1995).",0,range size,NA,NA,NA,633934.611,2744685.468,N,0,Special Concern,2018,2018,0,0,0,0,0,0,0,0,0,0,0,1025,7/22/2024,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,2011,0,0
Tegeticula corruptrix,450,non-pollinating yucca moth,Arthropods,COSEWIC Status Reports,Endangered,12/13/2007,NA,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=non%20-%20pollinating%20yucca%20moth,2013,0,0,NA,0,0,0,0,1,NA,Hardouin & Hargreaves,"Hardouin, M. E., & Hargreaves, A. L. (2023). Mapping nationally and globally at-risk species to identify hotspots for (and gaps in) conservation. Proceedings of the Royal Society B: Biological Sciences, 290(1995).",0,range size,NA,NA,NA,783.3462004,1789415.725,N,0,Endangered,2007,2007,0,0,0,0,0,0,0,0,0,0,0,633,7/22/2024,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,2012,0,0
Tegeticula corruptrix,450,non-pollinating yucca moth,Arthropods,Recovery Strategies,Endangered,NA,"Environment and Climate Change Canada. 2019. Amended Recovery Strategy for the Soapweed (Yucca glauca) and Yucca Moth (Tegeticula yuccasella) and Recovery Strategy for the Non-pollinating Yucca Moth (Tegeticula corruptrix) and the Five-spotted Bogus Yucca Moth (Prodoxus quinquepunctellus) in Canada. Species at Risk Act Recovery Strategy Series. Environment and Climate Change Canada, Ottawa. 2 parts, 50 pp. + 24 pp.",https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=non%20-%20pollinating%20yucca%20moth,2019,0,0,NA,0,0,0,0,1,NA,Hardouin & Hargreaves,"Hardouin, M. E., & Hargreaves, A. L. (2023). Mapping nationally and globally at-risk species to identify hotspots for (and gaps in) conservation. Proceedings of the Royal Society B: Biological Sciences, 290(1995).",0,range size,NA,NA,NA,783.3462004,1789415.725,N,0,Endangered,NA,2007,0,0,0,0,0,0,0,0,0,0,0,192,7/22/2024,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,2018,0,0
Tegeticula corruptrix,450,non-pollinating yucca moth,Arthropods,Recovery Strategies,Endangered,NA,"Environment and Climate Change Canada. 2017. Amended Recovery Strategy for the Soapweed (Yucca glauca) and Yucca Moth (Tegeticula yuccasella) and Recovery Strategy for the Non-pollinating Yucca Moth (Tegeticula corruptrix) and the Five-spotted Bogus Yucca Moth (Prodoxus quinquepunctellus) in Canada [Proposed]. Species at Risk Act Recovery Strategy Series. Environment and Climate Change Canada, Ottawa. 2 parts, 50 pp. + 24 pp",https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=non%20-%20pollinating%20yucca%20moth,2017,NE,0,NA,0,0,0,0,1,NA,Hardouin & Hargreaves,"Hardouin, M. E., & Hargreaves, A. L. (2023). Mapping nationally and globally at-risk species to identify hotspots for (and gaps in) conservation. Proceedings of the Royal Society B: Biological Sciences, 290(1995).",0,range size,NA,NA,NA,783.3462004,1789415.725,N,0,Endangered,NA,2007,0,0,0,0,0,0,0,0,0,0,0,1624,7/22/2024,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,2016,0,0
